gender,senior_citizen,partner,dependents,tenure,phone_service,internet_service,monthly_charges,contract,payment_method,total_charges,churn
Female,0,No,No,11,Yes,No,79.23,Month-to-month,Bank transfer (automatic),879.35,0
Female,0,No,No,53,Yes,No,48.82,Month-to-month,Mailed check,2786.73,1
Male,1,No,No,4,Yes,Fiber optic,62.12,Month-to-month,Mailed check,239.33,0
Female,0,No,Yes,17,Yes,Fiber optic,57.4,One year,Credit card (automatic),972.28,0
Male,1,Yes,No,64,Yes,Fiber optic,52.87,Two year,Bank transfer (automatic),3423.79,0
Female,1,Yes,No,63,Yes,Fiber optic,57.62,Month-to-month,Mailed check,3688.99,1
Female,0,Yes,No,3,Yes,Fiber optic,19.13,Month-to-month,Bank transfer (automatic),47.42,1
Female,0,Yes,No,27,Yes,Fiber optic,108.4,Month-to-month,Electronic check,2496.98,0
Female,0,Yes,No,6,Yes,DSL,117.69,Month-to-month,Credit card (automatic),620.84,1
Female,0,Yes,No,19,Yes,DSL,105.97,Month-to-month,Credit card (automatic),1793.14,1
Female,0,No,No,70,Yes,DSL,18.59,One year,Electronic check,1373.39,0
Female,0,Yes,Yes,14,Yes,DSL,94.59,Month-to-month,Electronic check,1334.69,1
Female,0,No,No,46,Yes,Fiber optic,76.46,Month-to-month,Bank transfer (automatic),3015.1,0
Male,0,No,No,58,Yes,No,27.61,One year,Electronic check,1490.65,0
Female,1,No,No,64,Yes,DSL,113.15,One year,Credit card (automatic),6395.87,0
Female,0,No,No,25,Yes,DSL,97.17,Month-to-month,Electronic check,2516.13,1
Male,1,Yes,Yes,50,No,DSL,32.82,Month-to-month,Electronic check,1737.21,0
Female,0,No,No,35,Yes,Fiber optic,116.33,One year,Electronic check,3512.59,1
Female,1,Yes,No,7,Yes,Fiber optic,30.87,Month-to-month,Bank transfer (automatic),200.6,0
Female,0,No,No,16,Yes,Fiber optic,64.38,Two year,Bank transfer (automatic),1099.86,1
Female,1,Yes,Yes,54,Yes,No,34.22,Two year,Credit card (automatic),1830.96,0
Male,1,Yes,No,50,Yes,No,33.32,Two year,Credit card (automatic),1742.14,0
Female,0,No,Yes,38,Yes,No,116.72,Month-to-month,Bank transfer (automatic),4049.49,0
Male,1,No,No,57,Yes,No,76.36,Month-to-month,Electronic check,3806.38,1
Female,0,Yes,No,50,Yes,Fiber optic,44.44,Two year,Electronic check,2221.42,0
Female,0,No,Yes,24,Yes,Fiber optic,97.19,Month-to-month,Credit card (automatic),1996.04,1
Male,1,Yes,No,21,Yes,Fiber optic,107.27,Month-to-month,Electronic check,2339.12,1
Male,1,No,No,68,Yes,Fiber optic,111.6,One year,Credit card (automatic),7712.18,0
Male,0,Yes,No,70,Yes,DSL,113.16,Month-to-month,Credit card (automatic),7123.34,0
Male,1,Yes,Yes,2,Yes,DSL,110.37,One year,Bank transfer (automatic),209.63,0
Male,1,Yes,No,57,Yes,DSL,83.17,Two year,Bank transfer (automatic),4872.44,0
Male,1,Yes,No,9,Yes,Fiber optic,52.93,One year,Credit card (automatic),506.42,1
Male,0,Yes,No,62,Yes,Fiber optic,112.41,Month-to-month,Bank transfer (automatic),6353.06,1
Male,1,Yes,No,42,No,DSL,30.49,Two year,Bank transfer (automatic),1313.1,0
Female,0,Yes,Yes,50,Yes,Fiber optic,35.22,One year,Mailed check,1533.06,0
Male,1,Yes,No,51,Yes,Fiber optic,62.25,Month-to-month,Mailed check,3349.11,1
Male,1,No,No,44,No,Fiber optic,46.93,One year,Mailed check,2061.67,1
Male,1,Yes,No,18,Yes,DSL,80.8,Month-to-month,Credit card (automatic),1250.37,0
Female,1,No,Yes,58,Yes,DSL,110.34,Month-to-month,Bank transfer (automatic),6478.79,1
Male,1,No,No,40,Yes,Fiber optic,68.09,One year,Bank transfer (automatic),2746.08,0
Female,0,Yes,No,39,Yes,Fiber optic,74.49,Month-to-month,Electronic check,2942.87,1
Male,0,No,Yes,23,Yes,No,61.16,Month-to-month,Credit card (automatic),1279.61,1
Male,1,Yes,No,0,Yes,Fiber optic,90.17,One year,Mailed check,91.28,1
Male,0,Yes,Yes,40,No,No,28.27,Month-to-month,Bank transfer (automatic),1170.27,0
Male,1,No,Yes,25,Yes,DSL,22.96,Month-to-month,Electronic check,522.49,0
Female,0,No,No,48,Yes,Fiber optic,83.42,Month-to-month,Credit card (automatic),3499.91,1
Male,1,No,Yes,26,Yes,No,72.56,One year,Bank transfer (automatic),1982.49,0
Male,0,Yes,No,71,Yes,DSL,59.55,Two year,Mailed check,4149.33,0
Female,0,No,Yes,49,Yes,Fiber optic,52.07,Month-to-month,Electronic check,2397.58,1
Female,0,Yes,No,33,Yes,DSL,23.28,One year,Electronic check,805.68,1
Female,0,Yes,No,51,Yes,Fiber optic,87.42,Month-to-month,Electronic check,3813.56,1
Female,0,Yes,No,47,Yes,DSL,60.99,Month-to-month,Electronic check,2954.68,1
Female,0,No,No,45,Yes,Fiber optic,63.42,Month-to-month,Mailed check,2704.39,1
Male,1,Yes,No,42,Yes,Fiber optic,109.13,Month-to-month,Mailed check,3809.11,0
Female,1,No,No,68,Yes,DSL,93.23,Month-to-month,Mailed check,6801.67,0
Male,1,No,Yes,23,Yes,DSL,40.38,One year,Bank transfer (automatic),949.45,0
Male,1,No,No,31,Yes,DSL,85.03,One year,Mailed check,2308.64,1
Female,1,No,Yes,18,Yes,DSL,31.49,Two year,Electronic check,600.92,1
Female,1,No,No,41,Yes,Fiber optic,37.79,Two year,Credit card (automatic),1647.3,0
Female,0,Yes,Yes,72,Yes,No,90.84,Month-to-month,Mailed check,6724.41,0
Male,1,Yes,No,44,Yes,DSL,30.84,Month-to-month,Bank transfer (automatic),1157.57,0
Female,0,No,No,15,Yes,Fiber optic,46.58,Month-to-month,Credit card (automatic),606.79,1
Male,0,Yes,No,67,Yes,Fiber optic,109.6,Month-to-month,Bank transfer (automatic),7461.05,1
Female,1,Yes,No,57,Yes,DSL,93.31,Two year,Mailed check,5624.97,0
Female,0,Yes,Yes,32,Yes,DSL,112.8,Month-to-month,Mailed check,3161.67,1
Female,1,Yes,Yes,10,Yes,Fiber optic,107.95,Month-to-month,Credit card (automatic),1014.53,1
Female,1,Yes,No,29,Yes,Fiber optic,49.88,Month-to-month,Credit card (automatic),1244.36,1
Female,1,Yes,No,58,Yes,No,82.5,Two year,Electronic check,4518.39,0
Male,1,No,Yes,42,Yes,Fiber optic,56.63,Month-to-month,Bank transfer (automatic),2347.68,0
Male,1,Yes,No,13,Yes,Fiber optic,89.1,One year,Credit card (automatic),955.39,0
Male,0,No,No,11,Yes,No,53.54,Month-to-month,Credit card (automatic),581.38,0
Female,1,No,Yes,70,Yes,No,18.13,Month-to-month,Electronic check,1251.76,1
Male,0,Yes,No,32,Yes,No,27.58,Month-to-month,Mailed check,828.11,0
Male,0,No,Yes,50,No,DSL,96.64,One year,Mailed check,5087.15,0
Female,0,No,Yes,26,Yes,No,26.57,One year,Electronic check,590.69,0
Female,0,No,No,6,Yes,No,79.14,Month-to-month,Bank transfer (automatic),395.7,0
Female,1,Yes,Yes,30,Yes,Fiber optic,105.49,Month-to-month,Mailed check,3003.03,0
Female,0,Yes,No,50,Yes,Fiber optic,93.59,Month-to-month,Electronic check,4485.72,1
Female,1,Yes,No,24,Yes,No,60.17,Month-to-month,Electronic check,1284.28,1
Male,1,No,No,44,No,Fiber optic,39.28,Month-to-month,Credit card (automatic),1849.34,0
Female,1,No,No,31,Yes,Fiber optic,112.1,Month-to-month,Credit card (automatic),3078.83,0
Female,1,No,No,24,Yes,Fiber optic,75.77,One year,Credit card (automatic),1618.89,0
Female,0,No,No,18,Yes,Fiber optic,59.35,Two year,Credit card (automatic),1101.26,0
Male,0,No,No,19,Yes,Fiber optic,114.09,One year,Credit card (automatic),2297.63,0
Female,1,No,No,18,Yes,DSL,39.93,One year,Mailed check,689.56,0
Female,1,Yes,No,52,Yes,DSL,63.11,Two year,Electronic check,2707.27,0
Female,1,No,Yes,24,Yes,Fiber optic,29.08,Two year,Credit card (automatic),636.79,0
Male,0,Yes,No,54,Yes,Fiber optic,30.74,Month-to-month,Bank transfer (automatic),1457.82,0
Female,0,Yes,No,22,Yes,Fiber optic,58.66,Month-to-month,Mailed check,1229.69,0
Female,0,No,No,23,Yes,No,89.37,Month-to-month,Credit card (automatic),2050.31,0
Female,0,No,No,67,Yes,Fiber optic,52.57,Two year,Electronic check,3247.58,0
Male,0,Yes,No,63,Yes,Fiber optic,88.34,Month-to-month,Credit card (automatic),5341.21,1
Female,1,No,Yes,29,Yes,DSL,100.13,Month-to-month,Bank transfer (automatic),2954.77,1
Female,0,Yes,No,19,Yes,Fiber optic,107.51,Month-to-month,Electronic check,1805.73,1
Male,1,Yes,No,52,Yes,No,22.56,One year,Credit card (automatic),1021.73,1
Female,1,Yes,Yes,5,Yes,Fiber optic,96.92,One year,Bank transfer (automatic),498.88,0
Male,1,No,Yes,33,Yes,No,33.01,One year,Bank transfer (automatic),903.74,0
Female,0,No,Yes,43,Yes,No,89.22,One year,Bank transfer (automatic),3296.11,1
Male,0,Yes,No,49,Yes,Fiber optic,55.91,Two year,Electronic check,2255.27,0
Female,1,Yes,No,7,Yes,Fiber optic,90.19,Month-to-month,Electronic check,608.85,1
Female,0,Yes,No,0,Yes,Fiber optic,39.81,Two year,Electronic check,38.86,1
Female,1,Yes,Yes,20,No,Fiber optic,83.79,One year,Electronic check,1605.53,1
Female,1,No,No,8,Yes,DSL,30.8,Month-to-month,Electronic check,228.59,1
Female,0,No,No,37,Yes,DSL,35.31,Two year,Mailed check,1251.01,0
Male,1,No,No,67,Yes,DSL,80.68,Two year,Electronic check,4705.13,0
Male,0,Yes,Yes,20,Yes,Fiber optic,52.35,Two year,Mailed check,1083.46,0
Female,0,No,Yes,33,Yes,DSL,89.79,Two year,Electronic check,3185.3,0
Female,1,Yes,No,15,Yes,Fiber optic,87.89,Month-to-month,Electronic check,1266.36,0
Male,1,Yes,No,3,Yes,Fiber optic,81.41,Month-to-month,Credit card (automatic),224.04,0
Male,0,No,Yes,51,Yes,Fiber optic,92.52,Month-to-month,Credit card (automatic),4840.56,0
Female,1,No,No,18,No,No,98.98,Two year,Credit card (automatic),1550.38,0
Female,1,No,Yes,39,Yes,Fiber optic,110.97,Two year,Electronic check,3909.77,0
Male,1,No,Yes,49,Yes,DSL,26.21,Two year,Bank transfer (automatic),1366.99,0
Male,0,No,No,61,Yes,No,76.3,Two year,Electronic check,4041.96,0
Male,0,No,No,13,Yes,No,94.38,One year,Mailed check,1041.86,0
Female,1,Yes,No,42,Yes,Fiber optic,40.13,Month-to-month,Credit card (automatic),1621.5,0
Male,1,Yes,No,66,Yes,Fiber optic,44.89,Month-to-month,Mailed check,2881.94,0
Female,1,Yes,No,35,Yes,DSL,45.23,Month-to-month,Credit card (automatic),1543.88,0
Male,0,Yes,Yes,2,Yes,Fiber optic,76.38,One year,Bank transfer (automatic),131.8,0
Male,0,Yes,No,19,No,DSL,55.35,Month-to-month,Electronic check,1059.53,0
Female,1,Yes,No,58,Yes,Fiber optic,85.94,Two year,Electronic check,4401.3,0
Female,0,No,No,57,Yes,DSL,80.24,One year,Credit card (automatic),4877.86,1
Female,0,No,No,22,Yes,Fiber optic,85.03,Month-to-month,Mailed check,1644.81,1
Female,1,No,No,14,Yes,DSL,43.74,Two year,Electronic check,504.89,1
Female,1,Yes,Yes,21,No,DSL,96.27,One year,Electronic check,1956.25,1
Female,0,No,Yes,17,Yes,DSL,85.73,One year,Credit card (automatic),1271.94,0
Female,0,Yes,No,54,Yes,Fiber optic,31.33,Month-to-month,Electronic check,1663.79,1
Male,0,Yes,No,61,Yes,DSL,38.42,Month-to-month,Credit card (automatic),2061.44,0
Male,1,Yes,Yes,3,Yes,Fiber optic,48.7,Month-to-month,Bank transfer (automatic),136.06,1
Female,0,Yes,Yes,54,Yes,DSL,113.48,Month-to-month,Electronic check,5310.91,0
Male,1,Yes,No,54,Yes,Fiber optic,51.29,One year,Mailed check,2579.91,1
Female,0,No,Yes,44,Yes,DSL,20.03,Two year,Bank transfer (automatic),753.97,0
Female,1,No,Yes,63,Yes,No,32.45,Two year,Mailed check,1856.01,0
Male,1,No,No,2,Yes,DSL,21.28,Month-to-month,Electronic check,37.1,1
Female,1,Yes,No,51,Yes,DSL,59.09,Two year,Electronic check,3110.59,0
Male,1,No,No,9,No,DSL,99.31,Month-to-month,Credit card (automatic),902.4,1
Female,1,No,No,65,Yes,DSL,63.94,Month-to-month,Bank transfer (automatic),3588.26,0
Male,0,Yes,No,36,Yes,Fiber optic,103.58,One year,Mailed check,3138.06,0
Male,1,No,No,6,Yes,DSL,22.85,Two year,Electronic check,113.34,0
Female,1,No,Yes,54,Yes,No,65.91,Two year,Mailed check,3128.25,0
Female,1,Yes,Yes,54,No,Fiber optic,98.28,Two year,Bank transfer (automatic),5014.41,0
Male,0,Yes,No,33,Yes,DSL,86.82,Month-to-month,Electronic check,2647.23,1
Female,1,No,No,22,No,Fiber optic,104.99,Month-to-month,Credit card (automatic),2477.45,1
Female,0,Yes,No,1,Yes,DSL,45.93,Month-to-month,Credit card (automatic),47.12,1
Male,1,Yes,Yes,66,Yes,DSL,69.09,One year,Electronic check,3831.85,0
Female,1,Yes,No,13,Yes,DSL,87.04,Month-to-month,Credit card (automatic),974.6,1
Female,0,No,No,61,Yes,DSL,35.19,Month-to-month,Bank transfer (automatic),1775.05,0
Male,1,Yes,No,42,Yes,DSL,101.21,Month-to-month,Bank transfer (automatic),3638.44,0
Female,1,Yes,No,50,No,No,49.77,One year,Electronic check,2383.11,0
Female,0,Yes,No,50,No,Fiber optic,27.52,One year,Credit card (automatic),1155.77,1
Female,0,No,No,62,Yes,No,96.1,Month-to-month,Mailed check,4978.47,0
Female,0,No,No,2,No,DSL,89.91,Month-to-month,Credit card (automatic),152.98,1
Female,1,No,No,72,Yes,No,108.14,One year,Electronic check,7739.73,0
Male,1,Yes,No,3,Yes,Fiber optic,108.99,One year,Electronic check,269.76,1
Female,1,Yes,No,72,Yes,DSL,46.41,Month-to-month,Credit card (automatic),3582.45,0
Male,1,No,Yes,19,Yes,No,83.42,Month-to-month,Mailed check,1456.6,0
Female,1,Yes,Yes,61,Yes,DSL,119.91,Two year,Electronic check,6638.01,0
Male,0,No,No,6,Yes,Fiber optic,42.87,One year,Credit card (automatic),242.67,1
Male,0,No,No,33,No,No,66.23,Month-to-month,Electronic check,2086.46,1
Male,0,Yes,No,39,Yes,Fiber optic,110.84,One year,Credit card (automatic),4016.72,1
Female,0,No,Yes,69,Yes,Fiber optic,28.51,One year,Credit card (automatic),1861.84,0
Male,1,No,No,9,Yes,Fiber optic,112.68,Month-to-month,Electronic check,921.16,1
Male,0,Yes,No,2,Yes,DSL,67.79,Month-to-month,Bank transfer (automatic),122.53,0
Female,0,No,No,47,Yes,No,109.09,Two year,Credit card (automatic),4240.74,0
Female,0,Yes,Yes,3,Yes,DSL,81.38,Month-to-month,Credit card (automatic),242.84,1
Male,0,No,No,56,Yes,DSL,86.49,Month-to-month,Mailed check,4748.95,0
Female,0,Yes,Yes,2,Yes,DSL,96.84,One year,Bank transfer (automatic),192.5,0
Male,0,Yes,No,70,Yes,No,24.85,Month-to-month,Bank transfer (automatic),1852.0,1
Male,1,No,Yes,38,Yes,Fiber optic,82.03,One year,Electronic check,2939.47,0
Female,0,Yes,Yes,69,Yes,Fiber optic,112.24,Month-to-month,Bank transfer (automatic),8126.06,1
Male,0,Yes,Yes,9,Yes,No,115.52,Month-to-month,Electronic check,972.54,1
Female,0,No,No,19,Yes,DSL,116.77,Month-to-month,Electronic check,2094.79,0
Female,1,Yes,No,33,Yes,No,83.87,Two year,Mailed check,2725.0,0
Female,1,Yes,No,2,Yes,DSL,82.6,One year,Credit card (automatic),144.74,0
Male,1,Yes,No,7,Yes,Fiber optic,74.35,Two year,Electronic check,456.18,0
Female,1,Yes,No,24,No,DSL,79.97,Month-to-month,Electronic check,1828.22,1
Female,1,Yes,No,53,Yes,No,80.44,One year,Electronic check,3571.97,0
Male,1,No,No,51,Yes,No,22.33,Month-to-month,Electronic check,1003.91,0
Male,0,No,No,6,Yes,Fiber optic,27.06,One year,Credit card (automatic),166.63,0
Male,1,Yes,No,4,Yes,DSL,81.18,Month-to-month,Mailed check,305.42,0
Female,0,No,No,47,No,DSL,50.05,One year,Electronic check,1945.21,1
Female,0,No,No,26,Yes,Fiber optic,48.75,Month-to-month,Credit card (automatic),1059.37,1
Male,1,No,Yes,57,Yes,DSL,37.73,Month-to-month,Electronic check,2277.66,0
Female,0,No,No,21,Yes,DSL,99.71,One year,Mailed check,2237.86,0
Female,0,No,Yes,26,Yes,Fiber optic,116.36,Month-to-month,Credit card (automatic),2985.08,0
Female,1,No,Yes,16,Yes,Fiber optic,82.03,Month-to-month,Bank transfer (automatic),1139.35,1
Male,0,No,No,19,Yes,No,114.43,Two year,Electronic check,1990.89,0
Male,0,No,No,51,Yes,Fiber optic,108.16,Month-to-month,Bank transfer (automatic),4961.35,0
Male,1,Yes,No,34,Yes,DSL,40.23,One year,Bank transfer (automatic),1400.84,0
Female,1,Yes,Yes,48,Yes,Fiber optic,33.66,Two year,Bank transfer (automatic),1550.48,0
Female,0,No,No,5,Yes,DSL,39.58,One year,Electronic check,202.39,0
Female,1,Yes,No,39,Yes,Fiber optic,27.81,Month-to-month,Credit card (automatic),991.03,1
Male,1,Yes,No,33,No,Fiber optic,77.45,One year,Mailed check,2673.61,0
Male,0,Yes,No,66,Yes,DSL,46.83,Month-to-month,Bank transfer (automatic),2879.32,0
Male,0,Yes,Yes,30,No,DSL,111.12,Month-to-month,Credit card (automatic),3095.31,0
Female,0,No,No,7,Yes,No,80.57,One year,Credit card (automatic),534.19,0
Male,0,No,No,50,Yes,Fiber optic,54.68,Two year,Bank transfer (automatic),2662.56,0
Female,0,Yes,No,10,Yes,Fiber optic,118.43,Month-to-month,Electronic check,1246.44,1
Female,0,Yes,No,66,Yes,Fiber optic,115.23,Month-to-month,Electronic check,7141.39,1
Male,0,Yes,No,27,Yes,Fiber optic,97.42,One year,Bank transfer (automatic),2792.99,0
Male,0,Yes,No,57,No,DSL,98.75,Month-to-month,Electronic check,5191.7,1
Male,0,No,No,47,No,No,117.68,One year,Bank transfer (automatic),5002.14,0
Female,0,No,Yes,33,Yes,No,79.25,Month-to-month,Bank transfer (automatic),2345.13,0
Female,0,No,Yes,42,Yes,DSL,107.76,Month-to-month,Mailed check,3736.14,0
Male,0,No,No,13,Yes,DSL,24.61,One year,Electronic check,332.98,0
Male,1,No,No,5,Yes,Fiber optic,74.51,Two year,Credit card (automatic),313.17,0
Female,0,No,No,55,Yes,Fiber optic,69.26,Month-to-month,Bank transfer (automatic),3454.75,1
Male,1,No,No,69,Yes,Fiber optic,21.85,Two year,Mailed check,1334.45,0
Male,1,Yes,No,62,Yes,Fiber optic,26.87,Month-to-month,Mailed check,1688.52,0
Male,1,Yes,No,22,Yes,Fiber optic,20.23,Month-to-month,Electronic check,472.86,0
Male,1,No,No,26,No,Fiber optic,47.99,Month-to-month,Bank transfer (automatic),1288.1,1
Male,0,Yes,No,26,Yes,DSL,23.46,Month-to-month,Electronic check,550.92,1
Female,1,Yes,No,51,Yes,DSL,61.16,One year,Bank transfer (automatic),2927.32,0
Female,0,No,No,45,Yes,Fiber optic,100.9,Month-to-month,Electronic check,4014.84,1
Female,0,No,No,58,Yes,No,80.61,Month-to-month,Electronic check,4957.0,0
Female,0,Yes,No,68,Yes,Fiber optic,86.73,Month-to-month,Electronic check,5018.15,0
Female,0,Yes,No,28,Yes,Fiber optic,21.21,Two year,Electronic check,633.97,1
Male,0,Yes,No,48,Yes,No,103.63,Two year,Credit card (automatic),5131.18,0
Male,0,No,Yes,36,Yes,Fiber optic,32.91,Month-to-month,Credit card (automatic),1190.7,0
Female,1,Yes,No,69,Yes,Fiber optic,48.87,Month-to-month,Electronic check,3443.65,1
Male,1,No,No,25,Yes,DSL,70.71,Two year,Electronic check,1605.52,0
Female,0,No,Yes,13,Yes,Fiber optic,112.86,Month-to-month,Bank transfer (automatic),1315.96,1
Female,1,No,No,27,Yes,Fiber optic,119.81,Two year,Electronic check,2973.39,0
Male,0,No,No,45,Yes,Fiber optic,97.83,One year,Mailed check,3817.8,0
Female,0,Yes,No,69,Yes,DSL,92.39,Two year,Electronic check,6464.5,0
Female,1,Yes,No,60,Yes,Fiber optic,71.82,Month-to-month,Bank transfer (automatic),4065.78,1
Male,1,No,No,1,Yes,DSL,85.89,Month-to-month,Credit card (automatic),90.21,1
Male,0,Yes,Yes,37,Yes,No,32.73,Month-to-month,Electronic check,1269.6,0
Female,0,Yes,No,11,Yes,DSL,45.46,Month-to-month,Credit card (automatic),430.31,1
Female,0,Yes,No,26,Yes,Fiber optic,118.43,Month-to-month,Credit card (automatic),2700.11,0
Male,0,Yes,No,68,Yes,Fiber optic,117.92,Two year,Credit card (automatic),7431.33,0
Female,0,Yes,No,71,Yes,DSL,50.94,Month-to-month,Bank transfer (automatic),3077.45,1
Male,1,No,No,11,Yes,Fiber optic,42.59,Month-to-month,Credit card (automatic),468.14,0
Female,1,No,Yes,10,Yes,DSL,41.41,Month-to-month,Bank transfer (automatic),418.98,1
Female,0,No,No,50,Yes,Fiber optic,67.46,Month-to-month,Credit card (automatic),3398.47,1
Male,1,No,Yes,29,Yes,No,40.82,Month-to-month,Electronic check,1115.42,1
Female,0,Yes,No,31,Yes,Fiber optic,84.15,Month-to-month,Bank transfer (automatic),2711.0,1
Female,0,No,Yes,63,Yes,No,25.63,One year,Bank transfer (automatic),1578.39,0
Female,0,No,No,67,Yes,DSL,28.58,Two year,Electronic check,2064.87,0
Male,1,Yes,No,65,Yes,Fiber optic,46.25,Month-to-month,Electronic check,3102.49,0
Male,1,No,No,57,Yes,No,97.3,One year,Electronic check,5589.29,0
Male,1,Yes,Yes,71,Yes,No,50.98,Month-to-month,Mailed check,3084.09,1
Male,0,Yes,No,52,Yes,DSL,66.02,Month-to-month,Electronic check,3558.26,0
Male,1,Yes,No,64,Yes,Fiber optic,84.98,Two year,Electronic check,4891.85,0
Female,0,Yes,No,39,Yes,No,98.43,Two year,Electronic check,3565.9,0
Female,0,Yes,Yes,3,Yes,Fiber optic,49.33,Month-to-month,Bank transfer (automatic),139.16,0
Female,1,No,No,59,Yes,Fiber optic,92.56,Month-to-month,Electronic check,4948.47,1
Male,0,No,No,67,Yes,DSL,47.18,Month-to-month,Electronic check,2681.19,1
Male,1,Yes,No,22,Yes,DSL,83.74,Month-to-month,Electronic check,1606.16,1
Female,1,No,Yes,31,Yes,Fiber optic,63.99,One year,Mailed check,2041.02,1
Male,1,Yes,No,41,Yes,Fiber optic,112.52,Month-to-month,Electronic check,4565.3,1
Female,0,No,No,47,Yes,DSL,118.17,Two year,Credit card (automatic),5915.77,0
Female,0,Yes,Yes,49,No,DSL,96.96,One year,Electronic check,4910.09,0
Male,1,Yes,No,28,Yes,Fiber optic,111.38,Month-to-month,Electronic check,2883.42,0
Male,1,No,No,62,Yes,Fiber optic,31.92,Two year,Mailed check,2027.36,0
Male,1,No,No,59,Yes,Fiber optic,84.76,One year,Credit card (automatic),4850.17,0
Male,1,No,No,68,Yes,Fiber optic,38.23,Month-to-month,Mailed check,2325.22,0
Male,0,No,Yes,42,Yes,DSL,46.25,Month-to-month,Electronic check,2085.32,0
Female,0,No,Yes,5,Yes,No,71.33,Two year,Mailed check,378.55,0
Female,1,Yes,No,61,Yes,Fiber optic,93.68,Two year,Mailed check,4852.57,0
Female,0,Yes,No,5,Yes,DSL,91.59,Month-to-month,Mailed check,475.47,1
Female,1,Yes,No,14,Yes,Fiber optic,106.68,One year,Credit card (automatic),1254.85,1
Female,0,Yes,Yes,20,Yes,Fiber optic,75.05,Two year,Credit card (automatic),1593.3,0
Male,1,Yes,Yes,13,Yes,Fiber optic,112.49,Two year,Mailed check,1436.46,0
Male,1,No,Yes,52,Yes,Fiber optic,108.56,Month-to-month,Electronic check,4873.5,1
Female,0,Yes,No,32,No,Fiber optic,104.6,Month-to-month,Mailed check,3455.94,1
Male,0,No,No,16,Yes,Fiber optic,41.41,Two year,Credit card (automatic),632.15,0
Male,1,No,No,0,Yes,DSL,72.21,Month-to-month,Credit card (automatic),60.33,1
Female,0,No,No,15,No,DSL,93.1,Month-to-month,Electronic check,1435.03,1
Female,1,No,Yes,50,Yes,DSL,117.56,One year,Electronic check,6024.76,1
Female,1,Yes,No,57,No,Fiber optic,19.19,Month-to-month,Electronic check,1034.04,1
Female,1,Yes,Yes,21,Yes,Fiber optic,51.37,One year,Credit card (automatic),1089.65,0
Male,0,No,No,5,Yes,Fiber optic,52.92,Month-to-month,Mailed check,219.73,1
Female,1,No,No,40,Yes,DSL,47.43,One year,Electronic check,1712.62,0
Female,0,Yes,No,57,Yes,Fiber optic,101.38,Month-to-month,Electronic check,5749.99,0
Female,1,Yes,No,5,Yes,DSL,22.6,Two year,Electronic check,99.44,0
Female,1,No,No,58,Yes,Fiber optic,54.66,Month-to-month,Credit card (automatic),2970.89,0
Female,0,No,No,12,Yes,Fiber optic,90.59,Month-to-month,Mailed check,1154.81,1
Male,0,Yes,Yes,18,Yes,DSL,59.49,Two year,Electronic check,1108.25,0
Male,0,Yes,Yes,45,Yes,DSL,32.69,One year,Bank transfer (automatic),1419.68,0
Male,1,No,No,3,Yes,Fiber optic,80.31,Month-to-month,Bank transfer (automatic),233.69,1
Male,0,Yes,Yes,22,Yes,Fiber optic,71.31,Month-to-month,Bank transfer (automatic),1648.24,1
Male,0,No,Yes,10,No,DSL,118.15,One year,Credit card (automatic),1233.95,1
Male,1,Yes,Yes,15,Yes,No,94.35,Two year,Electronic check,1193.0,0
Female,1,No,Yes,56,Yes,No,118.59,Month-to-month,Electronic check,6249.55,1
Female,1,Yes,No,16,Yes,No,37.01,Two year,Electronic check,514.96,1
Female,1,Yes,No,3,Yes,DSL,95.68,Month-to-month,Bank transfer (automatic),241.58,1
Female,1,No,Yes,15,Yes,Fiber optic,74.27,One year,Credit card (automatic),998.21,0
Female,1,Yes,No,6,No,DSL,90.68,Month-to-month,Electronic check,532.53,1
Female,0,No,Yes,45,Yes,No,65.69,Month-to-month,Bank transfer (automatic),3034.49,1
Male,1,Yes,No,71,Yes,Fiber optic,39.66,Two year,Bank transfer (automatic),2977.05,0
Female,1,No,Yes,12,No,DSL,22.67,Month-to-month,Credit card (automatic),252.99,0
Male,1,No,No,53,Yes,DSL,103.51,Two year,Mailed check,5100.93,0
Male,1,No,No,26,Yes,No,101.11,Month-to-month,Electronic check,2260.41,0
Female,1,Yes,No,5,Yes,No,34.58,Month-to-month,Bank transfer (automatic),150.54,1
Female,0,No,Yes,50,Yes,Fiber optic,83.81,Two year,Credit card (automatic),3547.88,0
Male,1,No,Yes,15,Yes,Fiber optic,93.25,One year,Bank transfer (automatic),1501.89,1
Male,1,No,Yes,37,Yes,Fiber optic,74.88,Month-to-month,Credit card (automatic),2363.77,1
Male,0,Yes,No,37,Yes,No,50.36,One year,Mailed check,1894.49,0
Male,1,Yes,Yes,43,Yes,Fiber optic,107.86,Month-to-month,Bank transfer (automatic),4186.33,1
Male,0,Yes,No,9,Yes,Fiber optic,83.53,Two year,Electronic check,721.44,0
Female,1,No,No,18,Yes,Fiber optic,91.46,Month-to-month,Mailed check,1723.5,0
Female,1,No,No,53,Yes,No,84.52,Month-to-month,Electronic check,4763.58,1
Female,0,Yes,No,68,Yes,DSL,91.57,Month-to-month,Electronic check,5494.87,0
Female,0,No,Yes,0,Yes,Fiber optic,32.8,One year,Electronic check,34.67,1
Female,1,No,No,30,Yes,DSL,112.1,Two year,Bank transfer (automatic),2978.05,0
Female,0,Yes,Yes,64,Yes,Fiber optic,47.15,Two year,Credit card (automatic),3105.86,0
